Cnr Ramsgate Ave and Campbell Pde,North Bondi Beach,office@northbondisurfclub.com,North Bondi SLSC,02 9130 1728,02 9130 7677,Surf Life Saving Sydney Inc,2026,NSW,www.northbondisurfclub.com.au,
Corner Prince Street and Mitchell Road,North Cronulla Beach,admin@northcronullasurfclub.com,North Cronulla SLSC,02 9544 0021,02 9523 5846,Surf Life Saving Sydney Inc,2230,NSW,www.northcronullaslsc.com.au,
1 R Marine Pde   Arthur Byrne Reserve,South Maroubra,admin@southmaroubraslsc.com.au,South Maroubra SLSC,0293140090,0293140070,Surf Life Saving Sydney Inc,2035,NSW,www.southmaroubraslsc.com.au,
1A Pacific Avenue,Tamarama Beach,secretary@tamaramaslsc.org,Tamarama SLSC,,9130 3967,Surf Life Saving Sydney Inc,2026,NSW,www.tamaramaslsc.org,
2 Marine Esplanade,Wanda Beach,clubhouse@wandaslsc.com.au,Wanda SLSC Inc,0295234491,0295234343,Surf Life Saving Sydney Inc,2230,NSW,www.wandasurfclub.com.au,
Unit 9/1 Vuko Place,,jen@surflifesaving.net.au,Surf Life Saving Sydney Northern Beaches,02 9913 9066,02 9913 8066,Surf Life Saving New South Wales,2102,NSW,www.surflifesaving.net.au,
558A Barrenjoey Road,Avalon Beach,avalonbeachslsc@gmail.com,Avalon Beach SLSC,,02 9918 3298,Surf Life Saving Sydney Northern Beaches,2107,NSW,www.avalonbeachslsc.com.au,
The Serpentine,Bilgola Beach,club.coordinator@bilgolaslsc.org.au,Bilgola SLSC,02 9918 0094,02 9918 2337,Surf Life Saving Sydney Northern Beaches,2107,NSW,www.bilgolaslsc.org.au,
Lower Myola Road,Bungan Beach,info@bunganbeachsurfclub.com,Bungan Beach SLSC Inc,,,Surf Life Saving Sydney Northern Beaches,2106,NSW,www.bunganbeachsurfclub.com.au,
Pittwater Road,Collaroy Beach,collaroysecretary@gmail.com,Collaroy SLSC,0299710751,0299716633,Surf Life Saving Sydney Northern Beaches,2097,NSW,www.collaroysurfclub.com.au,
The Strand- Dee Why Beach,Dee Why,secretary@dyslsc.org.au,Dee Why SLSC,02 9971 7334,02 9971 8047,Surf Life Saving Sydney Northern Beaches,2099,NSW,www.dyslsc.org.au,
Kooloora Ave,Freshwater Beach,exo@freshwaterslsc.com,Freshwater SLSC,02 9905 6465,02 9905 3741,Surf Life Saving Sydney Northern Beaches,2096,NSW,www.freshwaterslsc.com,
Pittwater Rd Long Reef Beach,Long Reef Beach,longreef@longreef.com,Long Reef SLSC Inc,02 80784728,02 80784728,Surf Life Saving Sydney Northern Beaches,2097,NSW,www.longreef.com,
Manly Surf Pavilion Cnr Ashburner Street and South Steyne,Manly Beach,admin@manlylsc.com,Manly LSC,02 9977 6101,02 9977 2742,Surf Life Saving Sydney Northern Beaches,2095,NSW,www.manlylsc.com,
1 Surfview Road,Mona Vale Beach,admin@monavaleslsc.org.au,Mona Vale SLSC,,(02)99993614,Surf Life Saving Sydney Northern Beaches,2103,NSW,www.monavaleslsc.org.au,
`Lions Park` Ocean Street,Narrabeen Beach6,admin@narrabeach.org.au,Narrabeen Beach SLSC Inc,02 9970 8838,02 9913 7616,Surf Life Saving Sydney Northern Beaches,2101,NSW,www.narrabeach.org.au,
394 Barrenjoey Road,Newport Beach,admin@newportsurfclub.com.au,Newport SLSC,,02 9997 5116,Surf Life Saving Sydney Northern Beaches,2106,NSW,www.newportsurfclub.com.au,
Huston Parade,North Curl Curl Beach,office@nccslsc.com.au,North Curl Curl SLSC,02 9905 4481,02 9905 8671,Surf Life Saving Sydney Northern Beaches,2099,NSW,www.nthcurlcurlslsc.com.au,
2 Malcolm Street,North Narrabeen Beach,admin@northnarra.org.au,North Narrabeen SLSC Inc.,02 9970 6936,02 9913 8810,Surf Life Saving Sydney Northern Beaches,2101,NSW,www.northnarra.org.au,
Governor Phillip Park,North Palm Beach,office@northpalmbeach.com.au,North Palm Beach SLSC Inc.,(02) 99741425,(02) 99741224,Surf Life Saving Sydney Northern Beaches,2108,NSW,www.northpalmbeach.com.au,
North Steyne,North Steyne,admin@northsteyneslsc.com.au,North Steyne SLSC Inc.,02 9977 6227,02 9977 6180,Surf Life Saving Sydney Northern Beaches,2095,NSW,www.northsteyneslsc.com.au,
31-32 Ocean Rd,Palm Beach,office@palmbeachslsc.com,Palm Beach SLSC (NSW),0299741167,0299741288,Surf Life Saving Sydney Northern Beaches,2108,NSW,www.palmbeachslsc.com,
North Steyne Road,Queenscliff Beach,admin@queenscliffslsc.org.au,Queenscliff SLSC,,02 99772326,Surf Life Saving Sydney Northern Beaches,2095,NSW,www.queensie.com,
Carrington Parade,South Curl Curl Beach,mail@southcurlcurlslsc.org,South Curl Curl SLSC,,02 9938 5430,Surf Life Saving Sydney Northern Beaches,2096,NSW,www.southcurlcurlslsc.org,
1200 Pittwater Rd,South Narrabeen Beach,secretary@snslsc.org.au,South Narrabeen SLSC,,02 9971 1355,Surf Life Saving Sydney Northern Beaches,2101,NSW,www.snslsc.org.au,
NARRABEEN PARK PARADE,Warriewood Beach,wslsc.info@gmail.com,Warriewood SLSC,02,02 9999 2213,Surf Life Saving Sydney Northern Beaches,2102,NSW,www.warriewoodslsc.com.au,
227 Whale Beach Road,Whale Beach,info@whalebeachsurfclub.org,Whale Beach SLSC Inc,,,Surf Life Saving Sydney Northern Beaches,2107,NSW,www.whalebeachsurfclub.org,
,,,Surf Life Saving TAS Academy Branch,,,Surf Life Saving Tasmania,,TAS,,
,,,Surf Life Saving TAS Academy,,,Surf Life Saving TAS Academy Branch,,Unknown,,
,,,Surf Life Saving WA Academy Branch,,,Surf Life Saving Western Australia,,WA,,
,,,Surf Life Saving WA Academy,,,Surf Life Saving WA Academy Branch,,,,
,,,Surf Life Saving WA Academy Staff,,,Surf Life Saving WA Academy Branch,,,,
,,,Test NSW Branch,,,Surf Life Saving New South Wales,,NSW,,
Upstairs level,Test Beach,ithelp@slsa.asn.au,TEST NSW Club,,0292158000,Test NSW Branch,2018,NSW,www.sls.com.au,
,Test NSW Beach,ithelp@slsa.asn.au,Test NSW Support Ops Club,,,Test NSW Branch,,Unknown,,
,,,Western District,,,Life Saving Victoria,,Unknown,,
Apex Park,Apex Park Sandbar,rhodes.greg.d@edumail.vic.gov.au,Mildura LSC,,,Western District,3500,VIC,,
Cairns Street,Port Campbell,secretary@pcslsc.org.au,Port Campbell SLSC,0355986666,0355986275,Western District,3269,VIC,www.pcslsc.org.au,
Beach Street / Hughes Avenue,Port Fairy,pfslsc@bigpond.com,Port Fairy SLSC,,03 5568 2246,Western District,3284,VIC,www.portfairyslsc.org.au,
Bridgewater Road,Bridgewater Bay Surf,portlandslsc@gmail.com,Portland SLSC,,03 5526 7233,Western District,3305,VIC,,
80 Pertobe Road,Warrnambool,warrnamboolslsc@bigpond.com,Warrnambool SLSC,03 5560 5771,03 5561 1790,Western District,3280,VIC,www.warrnamboolslsc.org.au,
Level 1     62A Barolin Street,,slswbc@lifesaving.com.au,Wide Bay Capricorn Branch,07 41533227,07 41111000,Surf Life Saving Queensland,4670,QLD,www.slswbc.com.au,
1 Surf Club Avenue,Agnes Water,slswbc@lifesaving.com.au,Agnes Water SLSC,07 4974 9522,07 4974 9522,Wide Bay Capricorn Branch,4677,QLD,www.agneswatersurfclub.com,
Nielson Park,Nielsen Park,bslsc@bigpond.com,Bundaberg SLSC,07 4159 2288,07 4159 2288,Wide Bay Capricorn Branch,4670,QLD,www.bundabergslsc.com.au,
Opposite Caravan Park,Elliott Heads,ehslsc@ehslsc.net.au,Elliott Heads SLSC,07 41521545,07 41550110,Wide Bay Capricorn Branch,4670,QLD,www.ehslsc.net.au/,
3 Keppel Street,Emu Park,secretary@emuparkslsc.com.au,Emu Park SLSC,07 4939 6999,07 4939 6207,Wide Bay Capricorn Branch,4710,QLD,www.emuparkslsc.com.au,
The Esplanade,Scarness-Torquay,hbslsc@herveybaysurfclub.com.au,Hervey Bay SLSC,,07 4125 1718,Wide Bay Capricorn Branch,4655,QLD,www.herveybaysurfclub.com.au,
1 Surf Club Drive,Moore Park,mooreparkslsc@bigpond.com,Moore Park SLSC,,07 4159 8274,Wide Bay Capricorn Branch,4670,QLD,http://www.mooreparkslsc.com.au,
Building 1 The Esplanade,Tannum Sands,secretary@tannumsurf.com.au,Tannum Sands SLSC,07 49733637,07 49737142,Wide Bay Capricorn Branch,4680,QLD,Facebook,
Anzac Parade,Yeppoon,yslsc@bigpond.net.au,Yeppoon SLSC,07 4939 4212,07 4939 4212,Wide Bay Capricorn Branch,4703,QLD,http://www.yeppoonslsc.com.au/,
